complaint_id,transaction_id,merchant_id,complaint_type,complaint_date
1392,31478,43,Poor service,15-07-2024
1393,47445,61,Wrong item,03-05-2025
1394,33022,94,Damaged item,21-01-2024
1395,13237,25,Late delivery,29-12-2025
1396,50485,178,Damaged item,22-03-2025
1397,42924,146,Poor service,10-01-2025
1398,52751,113,Late delivery,31-01-2024
1399,31974,142,Wrong item,15-12-2025
1400,2712,31,Overcharge,19-02-2025
1401,21332,92,Wrong item,17-10-2025
1402,26708,77,Late delivery,31-01-2025
1403,48160,170,Late delivery,18-06-2024
1404,59267,187,Poor service,08-04-2024
1405,9355,104,Late delivery,31-07-2025
1406,9811,175,Damaged item,15-06-2025
1407,49251,80,Wrong item,12-09-2024
1408,52058,126,Late delivery,19-02-2025
1409,3290,111,Damaged item,19-08-2024
1410,52443,33,Poor service,25-01-2024
1411,58324,71,Poor service,06-07-2024
1412,58280,20,Late delivery,04-08-2025
1413,8695,76,Poor service,21-02-2024
1414,15508,17,Late delivery,27-06-2025
1415,823,9,Damaged item,12-06-2025
1416,55731,180,Wrong item,23-01-2024
1417,4629,27,Poor service,21-11-2024
1418,2106,90,Wrong item,05-01-2024
1419,1650,117,Wrong item,10-04-2025
1420,23727,85,Damaged item,10-09-2025
1421,40051,93,Late delivery,05-04-2025
1422,21137,142,Late delivery,12-10-2024
1423,49652,122,Late delivery,21-07-2024
1424,34199,83,Late delivery,18-02-2025
1425,41581,39,Poor service,01-08-2024
1426,53721,42,Wrong item,23-11-2025
1427,182,125,Damaged item,09-11-2025
1428,14474,81,Late delivery,01-03-2024
1429,45769,168,Overcharge,27-10-2024
1430,43640,72,Poor service,21-12-2024
1431,25986,78,Poor service,29-08-2025
1432,41732,160,Poor service,29-01-2025
1433,31236,23,Poor service,30-07-2024
1434,53091,159,Overcharge,27-11-2025
1435,52980,112,Damaged item,04-06-2024
1436,39166,37,Damaged item,09-11-2024
1437,1300,173,Late delivery,13-12-2025
1438,54439,118,Damaged item,10-02-2024
1439,3122,24,Late delivery,01-07-2024
1440,27274,158,Wrong item,11-06-2025
1441,37881,9,Wrong item,31-08-2024
1442,52312,169,Wrong item,02-10-2025
1443,56343,44,Wrong item,29-01-2024
1444,3727,7,Late delivery,09-03-2024
1445,32721,100,Overcharge,20-02-2025
1446,47119,78,Poor service,20-09-2025
1447,3889,38,Damaged item,04-06-2024
1448,45012,144,Poor service,03-07-2025
1449,51301,105,Overcharge,05-12-2025
1450,45900,100,Damaged item,08-01-2025
1451,51805,157,Poor service,06-05-2024
1452,56969,29,Wrong item,29-10-2024
1453,52965,6,Wrong item,07-08-2024
1454,49674,174,Wrong item,29-04-2025
1455,23966,83,Late delivery,18-07-2024
1456,9025,67,Damaged item,11-12-2024
1457,27895,140,Late delivery,26-09-2024
1458,5993,25,Wrong item,06-04-2025
1459,11300,55,Wrong item,20-08-2025
1460,54272,103,Damaged item,22-10-2025
1461,39729,53,Damaged item,28-09-2025
1462,15374,86,Wrong item,02-07-2024
1463,16797,65,Overcharge,13-08-2024
1464,12753,46,Overcharge,29-10-2024
1465,53786,7,Overcharge,07-08-2025
1466,45884,62,Damaged item,24-02-2025
1467,59124,104,Wrong item,06-06-2025
1468,230,127,Damaged item,25-12-2025
1469,21078,136,Wrong item,19-09-2025
1470,1233,45,Wrong item,19-01-2024
1471,26397,138,Overcharge,11-03-2025
1472,40882,107,Wrong item,09-06-2024
1473,9487,142,Poor service,22-06-2024
1474,14386,76,Overcharge,04-12-2024
1475,34607,171,Wrong item,26-10-2025
1476,32743,191,Late delivery,27-06-2025
1477,21559,165,Poor service,30-11-2024
1478,55168,39,Poor service,09-07-2024
1479,8510,190,Poor service,20-09-2024
1480,48209,190,Wrong item,17-06-2024
1481,43506,173,Wrong item,05-12-2024
1482,4010,142,Damaged item,04-08-2024
1483,29106,2,Late delivery,28-11-2025
1484,10776,19,Damaged item,16-06-2025
1485,19670,199,Damaged item,18-07-2024
1486,34831,61,Wrong item,19-09-2024
1487,51723,110,Overcharge,17-08-2025
1488,45427,40,Wrong item,09-11-2024
1489,19388,184,Damaged item,22-03-2024
1490,25522,187,Late delivery,19-04-2025
1491,47348,156,Poor service,01-03-2025
1492,33683,133,Overcharge,01-06-2025
1493,5790,47,Late delivery,04-10-2024
1494,33254,112,Poor service,13-04-2024
1495,977,93,Poor service,06-11-2025
1496,32596,57,Poor service,30-08-2024
1497,8232,101,Overcharge,31-05-2024
1498,25887,79,Damaged item,23-09-2025
1499,44909,190,Overcharge,01-08-2024
1500,59204,43,Overcharge,26-07-2024
1501,55307,89,Damaged item,14-01-2025
1502,9344,42,Overcharge,28-06-2024
1503,57115,107,Wrong item,19-08-2025
1504,43674,21,Poor service,15-12-2024
1505,10016,134,Poor service,08-04-2024
1506,31373,190,Damaged item,11-05-2025
1507,21983,163,Damaged item,26-01-2025
1508,37705,190,Poor service,29-02-2024
1509,42998,135,Damaged item,17-03-2025
1510,24799,142,Late delivery,05-08-2024
1511,44637,100,Poor service,07-10-2025
1512,51228,200,Damaged item,22-11-2025
1513,51265,148,Late delivery,11-10-2025
1514,21027,99,Overcharge,24-10-2024
1515,40957,92,Poor service,12-06-2024
1516,3671,67,Poor service,20-10-2025
1517,31196,59,Damaged item,17-02-2024
1518,4550,67,Overcharge,14-04-2025
1519,44279,133,Overcharge,03-05-2025
1520,19307,170,Overcharge,11-01-2024
1521,7917,54,Wrong item,07-03-2024
1522,43653,138,Overcharge,21-08-2025
1523,16283,171,Overcharge,06-07-2025
1524,23334,149,Overcharge,04-07-2025
1525,24500,46,Wrong item,03-06-2024
1526,21504,118,Overcharge,29-06-2025
1527,367,59,Overcharge,30-09-2024
1528,13429,41,Late delivery,17-08-2024
1529,46158,79,Wrong item,02-05-2025
1530,41999,186,Wrong item,22-09-2025
1531,16371,20,Poor service,29-10-2025
1532,27583,128,Poor service,17-03-2025
1533,17681,110,Damaged item,24-06-2025
1534,55075,31,Damaged item,29-06-2024
1535,58485,92,Wrong item,17-07-2024
1536,12875,79,Overcharge,04-05-2025
1537,50564,88,Wrong item,01-09-2025
1538,3682,108,Late delivery,31-01-2024
1539,3849,35,Wrong item,28-11-2024
1540,6921,94,Damaged item,17-08-2025
1541,53913,181,Damaged item,25-10-2024
1542,5105,116,Overcharge,11-02-2024
1543,54904,58,Damaged item,11-10-2025
1544,10553,118,Late delivery,05-09-2024
1545,28706,2,Poor service,08-01-2024
1546,1325,168,Damaged item,21-09-2025
1547,24082,127,Poor service,08-09-2025
1548,25142,22,Late delivery,25-12-2025
1549,31178,174,Late delivery,04-10-2025
1550,19162,58,Wrong item,21-12-2024
1551,49324,47,Damaged item,02-05-2025
1552,45366,44,Late delivery,16-08-2024
1553,26380,49,Poor service,21-12-2024
1554,7547,15,Late delivery,29-04-2024
1555,44041,10,Late delivery,05-06-2024
1556,20776,45,Late delivery,19-03-2024
1557,48472,22,Wrong item,14-08-2024
1558,29440,192,Wrong item,11-12-2025
1559,44134,86,Poor service,31-03-2025
1560,54903,85,Poor service,30-08-2025
1561,32005,25,Wrong item,25-01-2025
1562,12478,56,Poor service,25-02-2024
1563,6486,190,Wrong item,09-07-2024
1564,42390,21,Late delivery,15-03-2025
1565,41402,88,Wrong item,10-02-2025
1566,45605,193,Late delivery,28-11-2025
1567,21545,136,Poor service,11-01-2025
1568,49687,11,Damaged item,12-08-2025
1569,6794,15,Late delivery,08-06-2025
1570,33787,76,Overcharge,18-03-2024
1571,52253,31,Poor service,17-08-2024
1572,28701,44,Overcharge,25-08-2025
1573,33341,72,Poor service,16-04-2024
1574,22131,105,Poor service,14-02-2025
1575,43685,180,Wrong item,25-04-2025
1576,25385,175,Poor service,03-07-2024
1577,17940,26,Damaged item,05-08-2024
1578,56974,132,Poor service,02-06-2025
1579,38168,29,Late delivery,16-04-2025
1580,8031,62,Poor service,03-06-2025
1581,42547,49,Overcharge,21-08-2024
1582,33919,170,Wrong item,07-01-2025
1583,23297,44,Wrong item,30-08-2024
1584,18740,104,Damaged item,06-11-2024
1585,8859,75,Poor service,01-01-2024
1586,54973,198,Overcharge,01-05-2025
1587,12350,165,Poor service,28-04-2025
1588,33194,81,Late delivery,13-03-2024
1589,51730,36,Overcharge,02-02-2025
1590,26871,152,Wrong item,12-02-2024
1591,4036,15,Late delivery,21-04-2024
1592,47677,158,Wrong item,25-09-2024
1593,2461,140,Overcharge,24-07-2024
1594,13347,8,Poor service,04-04-2025
1595,54359,34,Damaged item,15-04-2024
1596,21706,195,Poor service,06-02-2024
1597,37966,17,Wrong item,16-01-2024
1598,18472,186,Late delivery,24-01-2025
1599,47768,69,Poor service,29-04-2025
1600,3180,17,Poor service,13-05-2025
1601,13339,163,Wrong item,09-06-2024
1602,57967,158,Wrong item,22-12-2024
1603,59627,177,Damaged item,23-12-2025
1604,44240,87,Overcharge,28-10-2024
1605,43381,90,Overcharge,25-08-2024
1606,41541,163,Poor service,14-01-2025
1607,48366,196,Wrong item,11-02-2025
1608,48728,112,Wrong item,03-09-2025
1609,42899,165,Late delivery,16-07-2024
1610,24819,150,Damaged item,02-04-2025
1611,15528,161,Poor service,15-01-2025
1612,43432,102,Poor service,24-04-2024
1613,13190,59,Overcharge,04-06-2025
1614,21525,39,Late delivery,22-04-2024
1615,54691,97,Overcharge,11-07-2025
1616,37554,112,Overcharge,11-08-2025
1617,48799,57,Poor service,07-03-2024
1618,41580,47,Late delivery,29-06-2024
1619,27595,26,Damaged item,23-01-2024
1620,18115,138,Late delivery,01-01-2024
1621,58935,73,Overcharge,31-08-2025
1622,45039,181,Wrong item,05-12-2024
1623,38847,32,Poor service,22-06-2025
1624,24735,80,Wrong item,14-08-2025
1625,17537,200,Overcharge,10-06-2024
1626,8342,118,Damaged item,02-09-2024
1627,22325,129,Poor service,06-08-2025
1628,31334,37,Poor service,27-01-2024
1629,25218,180,Poor service,24-06-2025
1630,22089,145,Late delivery,30-01-2024
1631,46049,12,Wrong item,30-10-2025
1632,73,27,Wrong item,05-09-2025
1633,28898,108,Wrong item,26-12-2025
1634,35977,175,Damaged item,13-12-2025
1635,37628,43,Poor service,26-10-2024
1636,40886,130,Late delivery,12-11-2025
1637,50301,63,Damaged item,23-10-2024
1638,30808,178,Poor service,30-06-2025
1639,51051,54,Damaged item,08-10-2024
1640,39041,126,Damaged item,02-07-2025
1641,42671,21,Late delivery,10-06-2024
1642,22707,125,Late delivery,20-10-2025
1643,46187,102,Poor service,24-02-2024
1644,10202,149,Wrong item,13-04-2024
1645,23083,147,Late delivery,07-09-2025
1646,24440,35,Late delivery,23-06-2025
1647,52710,150,Poor service,18-07-2024
1648,20932,141,Damaged item,01-08-2024
1649,25426,76,Late delivery,06-06-2025
1650,18452,195,Wrong item,04-06-2024
1651,31283,184,Overcharge,13-08-2025
1652,29904,184,Damaged item,07-12-2024
1653,41607,183,Wrong item,22-06-2025
1654,8815,161,Wrong item,03-01-2024
1655,55699,104,Damaged item,15-07-2025
1656,18646,184,Poor service,12-10-2025
1657,10136,138,Poor service,22-06-2025
1658,22139,189,Late delivery,06-01-2024
1659,40433,40,Damaged item,29-07-2024
1660,33082,42,Poor service,30-12-2025
1661,19878,121,Poor service,30-04-2024
1662,903,165,Damaged item,24-07-2024
1663,23632,20,Late delivery,26-08-2024
1664,8834,158,Late delivery,26-04-2024
1665,28715,160,Damaged item,17-12-2024
1666,5520,127,Wrong item,24-02-2024
1667,8650,175,Wrong item,20-11-2025
1668,57384,108,Overcharge,21-01-2024
1669,34580,18,Damaged item,11-12-2024
1670,59640,97,Damaged item,07-10-2024
1671,999,134,Overcharge,17-07-2024
1672,53905,160,Late delivery,18-12-2025
1673,16757,127,Poor service,31-12-2024
1674,38406,87,Wrong item,10-08-2025
1675,11636,49,Poor service,21-12-2025
1676,47240,126,Poor service,09-01-2025
1677,29776,146,Damaged item,22-07-2025
1678,21451,181,Wrong item,27-06-2025
1679,27884,148,Damaged item,27-05-2024
1680,55735,39,Late delivery,19-10-2025
1681,3702,184,Late delivery,28-02-2024
1682,30290,74,Wrong item,05-02-2024
1683,9904,182,Poor service,06-08-2025
1684,34752,84,Late delivery,15-03-2025
1685,16968,122,Damaged item,03-09-2025
1686,522,70,Wrong item,14-05-2024
1687,59905,130,Overcharge,23-03-2025
1688,58226,54,Late delivery,18-01-2025
1689,4585,102,Late delivery,19-04-2025
1690,4385,28,Late delivery,25-05-2025
1691,25871,188,Wrong item,15-10-2025
1692,52108,23,Overcharge,08-08-2024
1693,1875,73,Damaged item,27-12-2024
1694,7147,174,Wrong item,03-03-2025
1695,52448,1,Poor service,31-12-2024
1696,26167,14,Wrong item,05-06-2024
1697,20613,127,Late delivery,12-10-2025
1698,30710,39,Wrong item,04-10-2024
1699,56584,188,Wrong item,08-04-2024
1700,58145,148,Poor service,29-03-2024
1701,23640,33,Poor service,19-12-2024
1702,43700,18,Wrong item,31-01-2025
1703,10605,160,Late delivery,30-01-2024
1704,40398,76,Poor service,27-10-2024
1705,2517,72,Wrong item,08-11-2024
1706,44576,189,Poor service,21-11-2025
1707,34583,107,Wrong item,26-06-2024
1708,49047,9,Poor service,09-03-2024
1709,30519,116,Wrong item,03-05-2024
1710,38108,4,Late delivery,17-01-2024
1711,51822,78,Overcharge,25-06-2025
1712,41052,65,Overcharge,21-06-2024
1713,11774,137,Overcharge,28-02-2025
1714,42906,100,Late delivery,24-10-2024
1715,13817,119,Late delivery,12-02-2025
1716,58191,113,Overcharge,07-08-2025
1717,50620,89,Overcharge,19-09-2025
1718,44647,100,Late delivery,16-02-2024
1719,5706,121,Damaged item,25-09-2024
1720,56270,75,Poor service,09-11-2024
1721,53440,33,Damaged item,18-02-2024
1722,34315,50,Poor service,02-11-2025
1723,27969,194,Overcharge,04-01-2024
1724,24601,137,Overcharge,24-03-2025
1725,58441,3,Late delivery,10-04-2024
1726,22319,124,Wrong item,28-09-2025
1727,21731,30,Late delivery,07-07-2025
1728,51372,132,Damaged item,21-08-2025
1729,46481,112,Poor service,07-07-2024
1730,22670,7,Poor service,23-02-2024
1731,12738,62,Overcharge,08-01-2024
1732,6128,87,Poor service,03-03-2025
1733,50576,148,Wrong item,15-03-2025
1734,15599,84,Overcharge,26-03-2024
1735,58189,95,Late delivery,28-11-2025
1736,32533,38,Overcharge,07-09-2025
1737,35561,108,Wrong item,21-05-2024
1738,50030,28,Overcharge,26-05-2024
1739,34681,136,Damaged item,25-08-2024
1740,26135,84,Wrong item,13-12-2025
1741,52413,85,Late delivery,24-07-2025
1742,54932,28,Poor service,31-07-2024
1743,38581,5,Late delivery,28-03-2025
1744,13041,76,Overcharge,30-11-2025
1745,44513,112,Damaged item,19-06-2024
1746,42228,116,Poor service,06-03-2024
1747,58850,102,Wrong item,01-05-2025
1748,35948,179,Overcharge,28-10-2025
1749,45421,144,Wrong item,31-10-2024
1750,19264,82,Damaged item,15-10-2025
1751,30594,147,Damaged item,10-02-2024
1752,43531,119,Late delivery,11-08-2025
1753,52417,94,Damaged item,04-10-2025
1754,35919,107,Poor service,07-10-2024
1755,27718,79,Wrong item,09-02-2024
1756,53397,28,Overcharge,29-06-2024
1757,10633,103,Poor service,28-04-2024
1758,35642,195,Overcharge,22-03-2025
1759,22826,161,Damaged item,16-11-2025
1760,40158,129,Damaged item,17-04-2025
1761,21885,167,Poor service,21-12-2025
1762,7991,49,Damaged item,13-09-2024
1763,57185,10,Damaged item,01-03-2024
1764,624,151,Overcharge,10-05-2024
1765,35016,146,Overcharge,09-03-2024
1766,40844,47,Damaged item,19-11-2024
1767,9380,61,Poor service,15-06-2025
1768,19325,113,Damaged item,06-11-2025
1769,6495,94,Damaged item,13-07-2025
1770,52916,48,Late delivery,29-12-2024
1771,40126,89,Overcharge,01-06-2025
1772,53398,96,Damaged item,23-12-2025
1773,33395,95,Late delivery,23-01-2025
1774,19992,78,Poor service,13-12-2025
1775,46142,171,Late delivery,07-06-2024
1776,43433,116,Damaged item,25-06-2024
1777,5981,146,Overcharge,29-11-2024
1778,39681,20,Poor service,14-12-2025
1779,26304,128,Poor service,29-03-2024
1780,7579,53,Damaged item,26-03-2025
1781,30130,184,Overcharge,30-12-2025
1782,30304,29,Wrong item,28-01-2025
1783,13761,130,Poor service,28-08-2025
1784,45525,118,Damaged item,01-10-2025
1785,19857,128,Poor service,04-02-2025
1786,32546,192,Overcharge,26-02-2025
1787,58150,23,Poor service,28-06-2025
1788,17386,141,Poor service,25-03-2025
1789,23884,16,Overcharge,15-11-2024
1790,32764,143,Wrong item,13-02-2025
1791,23013,72,Overcharge,24-06-2024
1792,48968,69,Wrong item,15-11-2025
1793,58586,12,Overcharge,10-06-2025
1794,15501,84,Wrong item,10-09-2025
1795,58196,14,Poor service,25-02-2024
1796,23358,126,Late delivery,31-08-2024
1797,32754,101,Late delivery,17-03-2025
1798,9779,30,Overcharge,25-08-2024
1799,9011,13,Poor service,18-04-2024
1800,48652,132,Poor service,07-09-2024
1801,8552,8,Overcharge,04-06-2025
1802,17963,95,Poor service,24-07-2024
1803,46001,183,Poor service,23-06-2025
1804,31618,73,Wrong item,24-03-2024
1805,21977,117,Damaged item,11-07-2025
1806,21848,192,Damaged item,01-02-2024
1807,24766,14,Overcharge,21-12-2025
1808,32015,64,Poor service,19-04-2025
1809,832,170,Wrong item,11-05-2024
1810,56366,170,Damaged item,20-05-2025
1811,21893,96,Damaged item,18-10-2024
1812,1780,185,Late delivery,25-07-2024
1813,32921,120,Overcharge,07-04-2024
1814,52164,25,Late delivery,25-05-2024
1815,33478,112,Wrong item,22-03-2024
1816,45114,54,Poor service,18-11-2025
1817,57314,161,Overcharge,30-09-2025
1818,16312,141,Overcharge,14-08-2024
1819,48687,129,Late delivery,13-09-2025
1820,56920,122,Wrong item,19-11-2025
1821,50334,19,Damaged item,10-03-2024
1822,21766,135,Overcharge,06-05-2024
1823,214,82,Late delivery,01-05-2024
1824,29974,68,Overcharge,08-03-2025
1825,21660,81,Late delivery,18-12-2025
1826,37140,173,Wrong item,25-10-2024
1827,16121,67,Late delivery,04-11-2025
1828,7931,162,Wrong item,20-02-2024
1829,3573,17,Late delivery,05-10-2025
1830,50195,80,Damaged item,06-10-2025
1831,8712,200,Wrong item,09-12-2025
1832,49445,158,Overcharge,28-02-2024
1833,226,151,Wrong item,12-04-2024
1834,6698,136,Wrong item,28-03-2025
1835,8272,143,Damaged item,22-09-2025
1836,15003,196,Damaged item,04-04-2024
1837,12848,147,Poor service,14-03-2024
1838,53874,142,Damaged item,24-12-2024
1839,26471,93,Poor service,09-03-2024
1840,47309,5,Damaged item,30-11-2025
1841,5943,173,Poor service,14-10-2025
1842,2375,184,Overcharge,13-08-2025
1843,30074,191,Damaged item,14-01-2024
1844,7712,33,Damaged item,20-05-2025
1845,5077,91,Overcharge,05-06-2025
1846,18235,8,Overcharge,21-05-2024
1847,50166,110,Wrong item,10-07-2025
1848,31110,15,Damaged item,06-10-2024
1849,4724,104,Poor service,29-08-2025
1850,56719,45,Damaged item,26-03-2025
1851,37815,168,Poor service,06-04-2024
1852,45662,150,Overcharge,23-04-2024
1853,5293,38,Poor service,14-03-2024
1854,26776,40,Overcharge,24-08-2024
1855,39686,159,Overcharge,02-05-2025
1856,44602,63,Damaged item,17-04-2024
1857,38396,17,Late delivery,17-04-2025
1858,5057,162,Poor service,18-04-2024
1859,33655,58,Late delivery,07-03-2024
1860,26830,136,Damaged item,15-04-2025
1861,39224,48,Damaged item,10-06-2025
1862,19784,88,Wrong item,28-01-2025
1863,41181,81,Overcharge,18-01-2025
1864,34706,125,Wrong item,06-01-2024
1865,9225,39,Damaged item,11-03-2025
1866,8947,134,Damaged item,27-02-2024
1867,19711,156,Poor service,13-07-2025
1868,13745,176,Overcharge,03-10-2024
1869,12455,2,Poor service,16-11-2024
1870,53392,96,Wrong item,12-11-2024
1871,23908,136,Late delivery,12-05-2024
1872,50466,171,Poor service,20-07-2025
1873,38315,9,Poor service,21-05-2025
1874,55979,60,Damaged item,26-08-2024
1875,22209,102,Damaged item,05-12-2024
1876,25863,108,Wrong item,24-02-2025
1877,48427,14,Late delivery,01-03-2024
1878,35401,72,Poor service,15-11-2024
1879,34010,1,Overcharge,21-12-2024
1880,7798,149,Damaged item,12-06-2024
1881,23722,12,Late delivery,24-07-2024
1882,23045,103,Damaged item,21-11-2025
1883,33520,140,Wrong item,30-01-2024
1884,17239,55,Poor service,26-03-2025
1885,56116,62,Poor service,30-01-2025
1886,19571,79,Poor service,01-09-2024
1887,24723,45,Poor service,22-11-2024
1888,53848,108,Damaged item,20-02-2025
1889,36397,14,Wrong item,12-03-2025
1890,14155,42,Poor service,17-10-2025
1891,11666,155,Wrong item,04-07-2024
1892,19067,178,Damaged item,26-03-2025
1893,36737,170,Late delivery,10-05-2024
1894,7044,191,Damaged item,04-02-2024
1895,26681,67,Late delivery,02-10-2025
1896,34245,153,Damaged item,15-01-2024
1897,37267,87,Poor service,09-10-2025
1898,37906,39,Wrong item,31-01-2025
1899,30323,32,Overcharge,05-12-2025
1900,17773,53,Poor service,13-11-2024
1901,2122,56,Poor service,26-05-2025
1902,52265,13,Wrong item,28-01-2024
1903,102,2,Wrong item,28-06-2025
1904,17709,159,Late delivery,19-09-2025
1905,15023,120,Overcharge,06-02-2025
1906,15765,89,Damaged item,10-11-2024
1907,4665,69,Poor service,26-02-2025
1908,5856,177,Poor service,19-04-2024
1909,33789,91,Poor service,12-07-2025
1910,14795,118,Poor service,04-06-2024
1911,13080,8,Wrong item,04-05-2024
1912,24021,89,Overcharge,01-01-2025
1913,44497,66,Wrong item,11-08-2024
1914,18027,92,Poor service,15-05-2025
1915,46566,122,Wrong item,28-02-2024
1916,37054,91,Damaged item,11-10-2024
1917,49218,84,Poor service,12-04-2024
1918,56073,67,Overcharge,20-04-2024
1919,39673,184,Damaged item,17-06-2024
1920,32792,140,Wrong item,01-01-2025
1921,5200,194,Overcharge,10-04-2025
1922,14631,140,Wrong item,30-05-2024
1923,12699,70,Damaged item,12-04-2025
1924,31537,182,Overcharge,11-04-2025
1925,38084,20,Overcharge,09-11-2024
1926,31835,58,Damaged item,24-08-2024
1927,32009,167,Overcharge,09-01-2025
1928,51351,115,Late delivery,06-01-2025
1929,21140,60,Poor service,09-08-2025
1930,59093,193,Damaged item,14-10-2024
1931,57285,115,Poor service,22-10-2024
1932,57546,132,Wrong item,03-06-2025
1933,54705,161,Wrong item,27-02-2025
1934,17848,109,Damaged item,11-07-2025
1935,55363,100,Overcharge,16-12-2024
1936,6830,116,Damaged item,22-06-2024
1937,17397,104,Wrong item,21-01-2025
1938,49457,83,Damaged item,31-07-2024
1939,52922,142,Late delivery,24-04-2025
1940,22128,157,Overcharge,27-04-2025
1941,22729,1,Damaged item,09-09-2025
1942,52793,114,Late delivery,26-04-2024
1943,28909,13,Late delivery,31-07-2024
1944,22389,54,Poor service,06-01-2024
1945,44545,82,Wrong item,18-05-2024
1946,38163,21,Poor service,30-07-2024
1947,19795,128,Damaged item,26-11-2025
1948,21090,131,Late delivery,13-09-2024
1949,29368,101,Late delivery,26-08-2024
1950,32790,108,Wrong item,14-08-2024
1951,45282,63,Wrong item,14-03-2024
1952,57440,156,Wrong item,21-01-2025
1953,46652,92,Wrong item,25-02-2024
1954,25465,178,Wrong item,07-09-2025
1955,16119,66,Overcharge,01-07-2024
1956,34906,184,Late delivery,04-08-2024
1957,43259,25,Late delivery,01-11-2024
1958,27236,56,Poor service,22-11-2025
1959,54700,153,Late delivery,22-01-2024
1960,25610,14,Late delivery,03-12-2024
1961,20429,72,Damaged item,04-01-2025
1962,31842,182,Wrong item,05-09-2024
1963,31367,180,Poor service,21-01-2024
1964,12529,59,Wrong item,28-05-2025
1965,49425,7,Overcharge,04-05-2024
1966,38238,117,Poor service,21-09-2024
1967,29733,17,Late delivery,15-02-2024
1968,29822,90,Late delivery,10-05-2025
1969,30956,79,Wrong item,16-08-2024
1970,41776,185,Overcharge,03-02-2025
1971,22778,48,Overcharge,15-11-2024
1972,46337,18,Damaged item,06-11-2025
1973,25836,3,Late delivery,11-11-2024
1974,21063,88,Poor service,09-07-2024
1975,52819,178,Wrong item,04-03-2024
1976,51223,98,Damaged item,17-06-2025
1977,10017,170,Poor service,24-06-2024
1978,3348,195,Late delivery,03-09-2025
1979,11486,91,Wrong item,07-06-2024
1980,54022,130,Wrong item,25-07-2025
1981,58331,61,Overcharge,29-04-2024
1982,34826,147,Damaged item,29-03-2025
1983,55905,144,Damaged item,21-11-2025
1984,40721,120,Overcharge,10-03-2024
1985,21023,102,Wrong item,29-06-2024
1986,1350,182,Overcharge,24-07-2024
1987,16191,195,Overcharge,30-10-2024
1988,25982,39,Late delivery,29-09-2025
1989,55653,35,Late delivery,30-03-2024
1990,50153,92,Wrong item,27-10-2025
1991,48298,92,Poor service,12-05-2024
1992,25981,62,Wrong item,28-11-2024
1993,12564,38,Wrong item,06-05-2024
1994,3320,186,Late delivery,04-05-2025
1995,49731,88,Damaged item,09-07-2024
1996,12002,59,Wrong item,01-09-2025
1997,8423,146,Late delivery,27-07-2025
1998,16969,22,Wrong item,09-01-2025
1999,23198,116,Overcharge,05-06-2024
2000,26197,178,Overcharge,11-12-2025
2001,48751,82,Damaged item,25-05-2024
2002,20188,179,Wrong item,01-02-2024
2003,34876,200,Poor service,09-02-2025
2004,35028,25,Poor service,28-04-2024
2005,12723,173,Poor service,09-06-2025
2006,34400,44,Overcharge,27-08-2024
2007,36731,158,Overcharge,06-05-2024
2008,57771,169,Overcharge,22-03-2025
2009,16440,37,Late delivery,10-04-2025
2010,22620,45,Late delivery,22-09-2025
2011,3276,141,Overcharge,13-03-2025
2012,48168,90,Damaged item,29-11-2025
2013,40885,155,Late delivery,20-01-2025
2014,26855,14,Wrong item,12-03-2024
2015,21888,179,Late delivery,04-05-2024
2016,15094,199,Damaged item,28-09-2024
2017,46484,89,Wrong item,28-09-2024
2018,51746,137,Damaged item,12-04-2025
2019,42416,106,Damaged item,12-06-2024
2020,49765,127,Damaged item,27-06-2025
2021,51114,166,Poor service,14-02-2024
2022,51088,126,Overcharge,14-03-2024
2023,6898,188,Poor service,25-12-2024
2024,47534,152,Late delivery,02-08-2024
2025,28746,19,Damaged item,21-10-2024
2026,2965,136,Damaged item,31-10-2024
2027,20306,95,Poor service,19-10-2024
2028,47521,121,Poor service,28-03-2025
2029,33574,173,Damaged item,21-12-2025
2030,47441,37,Late delivery,19-01-2025
2031,56579,3,Wrong item,20-12-2024
2032,48093,121,Wrong item,24-12-2025
2033,17400,144,Wrong item,27-12-2024
2034,6392,23,Wrong item,28-08-2024
2035,11958,65,Overcharge,02-10-2025
2036,27233,7,Wrong item,08-04-2025
2037,56564,9,Wrong item,23-02-2024
2038,47784,184,Wrong item,06-02-2024
2039,38087,60,Damaged item,13-10-2025
2040,3600,178,Overcharge,17-08-2025
2041,59299,54,Wrong item,05-11-2025
2042,4435,134,Late delivery,29-08-2024
2043,37555,14,Late delivery,22-04-2024
2044,47979,118,Wrong item,11-08-2025
2045,53103,95,Overcharge,13-05-2025
2046,7472,25,Poor service,24-09-2025
2047,59017,121,Late delivery,01-12-2025
2048,21590,158,Overcharge,12-02-2025
2049,25817,1,Late delivery,09-05-2025
2050,24053,133,Damaged item,10-06-2024
2051,57742,151,Poor service,10-04-2025
2052,25160,194,Overcharge,27-09-2025
2053,2879,153,Late delivery,26-04-2024
2054,51410,88,Wrong item,22-07-2024
2055,36869,26,Late delivery,28-11-2024
2056,15884,32,Overcharge,13-10-2025
2057,1385,77,Wrong item,27-12-2024
2058,11941,14,Wrong item,21-02-2025
2059,24461,157,Wrong item,23-04-2024
2060,15314,35,Poor service,21-06-2024
2061,16571,159,Wrong item,11-12-2024
2062,11886,115,Damaged item,28-04-2024
2063,17178,2,Damaged item,02-06-2024
